laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
446;Asus;VivoBook Max;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Linux;2;559.00;5;20
447;Lenovo;IdeaPad 320-15AST;Notebook;17.3;1600x900;AMD A6-Series 9220 2.5GHz;8GB;1TB HDD;AMD Radeon R4;Windows 10;2.8;519.00;34;20
448;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;AMD Radeon 530;Windows 10;2.2;749.00;6;2
449;Lenovo;ThinkPad X270;Ultrabook;12.5;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.36;1429.00;17;5
450;Lenovo;IdeaPad 320-15IAP;Notebook;15.6;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4GB;128GB SSD;Intel HD Graphics 505;Windows 10;2.2;349.00;12;16
451;HP;Omen 15-AX205na;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;1099.00;2;33
452;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64;1179.00;4;1
453;Acer;Aspire ES1-572;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Linux;2.4;441.80;33;18
454;Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;Intel Xeon E3-1505M V6 3GHz;8GB;64GB Flash Storage +  1TB HDD;Nvidia Quadro M620;Windows 10;2.23;1993.00;24;16
455;MSI;GV62 7RD-1686NL;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.2;1027.74;25;25
456;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core i7 7660U 2.5GHz;16GB;512GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.25;2589.00;4;18
457;HP;15-bs024nv (i5-7200U/8GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.91;589.00;37;1
458;Dell;Precision 3520;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD;Nvidia Quadro M620;Windows 10;2.17;1975.00;25;2
459;HP;ProBook 650;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.31;1534.00;12;3
460;Lenovo;ThinkPad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.65;1345.00;34;30
461;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.36;979.00;25;33
462;Dell;Inspiron 3168;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics 405;Windows 10;1.47;479.00;20;27
463;Dell;Alienware 17;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42;2046.00;9;12
464;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core M m3-7Y30 2.2GHz;4GB;128GB SSD;Intel HD Graphics 615;Windows 10 S;1.252;989.00;2;35
465;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core i7 7660U 2.5GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.25;1799.00;17;16
466;HP;17-BS092ND (i3-6006U/8GB/256GB/W10);Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.5;639.90;4;33
467;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;544.00;7;4
468;Acer;TravelMate B;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;Windows 10;1.4;435.00;31;4
469;Asus;Pro P2540UA-AB51;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.37;749.00;31;2
470;Lenovo;IdeaPad 510s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;AMD Radeon R7 M460;No OS;1.5;799.00;22;33
471;Lenovo;Thinkpad P51;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8GB;256GB SSD;Nvidia Quadro M2200M;Windows 10;2.67;2090.00;14;26
472;Asus;X541NA-PD1003Y (N4200/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2;304.00;22;25
473;Acer;Aspire 5;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Nvidia GeForce GTX 940MX;Windows 10;2.2;469.00;22;28
474;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;2TB HDD;AMD Radeon 530;Windows 10;2.02;759.00;30;4
475;HP;Omen 17-an006nv;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.78;1699.00;13;7
476;Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;12GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.4;1858.00;25;27
477;HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.29;1999.00;2;12
478;HP;ZBook 15u;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;500GB HDD;AMD FirePro W4190M ;Windows 10;1.9;1154.00;33;3
479;Google;Pixelbook (Core;Ultrabook;12.3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8GB;128GB SSD;Intel HD Graphics 615;Chrome OS;1.1;1275.00;11;17
480;Dell;Latitude 7390;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.42;1841.85;38;32
481;Asus;ZenBook Pro;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12GB;128GB SSD +  1TB HDD;Intel HD Graphics 530;Windows 10;2.06;1299.00;3;13
482;Dell;Latitude E5470;Notebook;14;1366x768;Intel Core i3 6100U 2.3GHz;8GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.79;740.00;18;27
483;Dell;Precision M5520;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M1200;Windows 10;1.78;2408.00;24;14
484;Lenovo;Thinkpad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;180GB SSD;Intel HD Graphics 620;Windows 10;1.7;1364.00;8;37
485;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;AMD Radeon 520;Windows 10;2.2;675.00;5;5
486;Toshiba;Portege X30-D-10J;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;1672.00;17;36
487;Dell;Inspiron 7570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.16;1262.00;17;33
488;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;586.60;36;23
489;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;128GB SSD;Intel UHD Graphics 620;Windows 10;1.49;726.00;37;14
490;Chuwi;Lapbook 15,6;Notebook;15.6;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics;Windows 10;1.89;248.90;24;4
491;Lenovo;ThinkPad E570;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.3;565.00;11;5
492;Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.75;1049.00;8;29
493;Dell;Precision 3520;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;512GB SSD;Nvidia Quadro M620;Windows 10;2.17;2338.00;8;14
494;Dell;XPS 15;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;1899.00;34;19
495;Lenovo;Thinkpad X270;Ultrabook;12.5;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.36;1798.00;18;15
496;Asus;Zenbook UX390UA;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;0.91;1950.00;31;30
497;Lenovo;Thinkpad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.3;1011.99;38;2
498;Toshiba;Portege X30-D-10L;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;32GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;2799.00;6;21
499;Asus;VivoBook Pro;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1.99;1350.00;4;20
500;Acer;Aspire 5;Notebook;15.6;1366x768;AMD A10-Series 9620P 2.5GHz;8GB;1TB HDD;AMD Radeon RX 540;Windows 10;2.2;579.00;27;18
501;Asus;Rog G752VL-UH71T;Gaming;17.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;4.33;1269.00;20;3
502;Lenovo;Thinkpad X260;Ultrabook;12.5;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;8GB;180GB SSD;Intel HD Graphics 520;Windows 10;1.3;1099.00;6;14
503;Lenovo;Ideapad 520-15IKBR;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;2.17;898.90;9;28
504;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.48;1749.00;38;36
505;Lenovo;ThinkPad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.4;949.00;20;30
506;Lenovo;ThinkPad L570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;911.00;30;34
507;Asus;VivoBook E201NA;Netbook;11.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;64GB Flash Storage;Intel HD Graphics 500;Windows 10 S;1.2;340.00;30;31
508;HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon 520;Windows 10;1.91;618.99;4;24
509;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.4;1599.00;27;31
510;Lenovo;IdeaPad 320-14IAP;Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1;299.00;23;13
511;Lenovo;Chromebook N23;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB SSD;Intel HD Graphics 400;Chrome OS;1.25;265.00;38;9
512;Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.44;949.00;37;11
513;Asus;ZenBook UX510UX-CN211T;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2;1224.00;25;9
514;Acer;Aspire A515-51G-59QF;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;1TB HDD;Nvidia GeForce MX150;Windows 10;2.2;613.00;16;10
515;HP;Envy 13-AB002nv;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.34;1323.00;16;32
516;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4;1149.00;24;1
517;Dell;XPS 13;Ultrabook;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.29;899.00;8;20
518;Acer;Aspire A515-51G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;500GB HDD;Nvidia GeForce 940MX;Windows 10;2.2;639.00;33;14
519;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;836.00;32;11
520;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;1219.24;8;12
521;Xiaomi;Mi Notebook;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD;Nvidia GeForce MX150;No OS;1.95;1399.95;38;37
522;Asus;VivoBook E12;Netbook;11.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.1;245.00;7;31
523;HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;15.6;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.04;521.47;4;11
524;Asus;ROG Zephyrus;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;24GB;512GB SSD;Nvidia GeForce GTX1080;Windows 10;2.24;2968.00;24;14
525;HP;Probook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04;889.00;23;24
526;Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX1050 Ti;Windows 10;3;1504.00;10;23
527;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;1399.00;18;29
528;HP;Spectre X360;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;1399.00;1;5
529;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;1279.73;26;25
530;HP;ProBook 440;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.63;689.00;4;19
531;Dell;Inspiron 5770;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8;889.00;12;34
532;Lenovo;ThinkPad L470;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;2.02;1340.00;2;24
533;Lenovo;IdeaPad 320-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.2;799.00;19;34
534;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;2TB HDD;Nvidia GeForce 920MX ;No OS;2.2;459.00;8;21
535;Dell;Inspiron 3567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;AMD Radeon R5 M430;Windows 10;2.3;585.00;34;20
536;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.9;1377.00;1;14
537;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;3012.77;6;4
538;Toshiba;Satellite Pro;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0;860.00;32;31
539;Asus;Zenbook UX510UW-FI095T;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2;1299.00;3;27
540;Mediacom;SmartBook Edge;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4GB;32GB SSD;Intel HD Graphics 500;Windows 10;1.2;369.00;17;18
541;Asus;ROG Strix;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.3;1649.00;9;9
542;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93;1369.00;5;35
543;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;2.2;797.41;10;2
544;HP;250 G6;Notebook;15.6;Full HD 1920x1080;Intel Pentium Quad Core N3710 1.6GHz;4GB;256GB SSD;Intel HD Graphics 405;Windows 10;1.86;398.99;17;26
545;HP;Omen 15-ce006nv;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.62;1799.00;16;25
546;Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.87;859.00;2;2
547;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;1399.00;31;36
548;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.6;735.87;15;36
549;HP;Envy 13-AB020nr;Ultrabook;13.3;IPS Panel Quad HD+ 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.34;1145.00;16;5
550;Acer;Aspire 7;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;798.00;27;9
551;Asus;VivoBook X540YA-XX519T;Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2;349.00;10;6
552;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.1;705.50;21;37
553;Lenovo;ThinkPad E470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.87;785.00;10;35
554;Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;2.15;462.35;29;30
555;HP;250 G6;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.86;397.00;18;37
556;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.99;1729.00;11;34
557;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.2;499.00;9;12
558;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.9;1116.99;34;22
559;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;2699.00;5;18
560;HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.65;544.15;15;29
561;HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63;1280.00;31;33
562;Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Linux;2;224.00;4;28
563;Mediacom;SmartBook 130;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4GB;32GB Flash Storage;Intel HD Graphics;Windows 10;1.35;255.00;36;16
564;Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i7 7500U 2.7GHz;6GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8;949.00;10;15
565;HP;15-bw007nv (A10-9620P/6GB/128GB/Radeon;Notebook;15.6;IPS Panel Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;6GB;128GB SSD;AMD Radeon 530;Windows 10;1.91;568.90;5;14
566;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18;617.90;18;2
567;Acer;Spin SP111-31;2 in 1 Convertible;11.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 2.0GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.25;349.00;24;29
568;Lenovo;V330-15IKB (i3-7130U/4GB/128GB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.05;630.00;28;23
569;HP;EliteBook 1030;Ultrabook;13.3;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y75 1.2GHz;16GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.16;1965.00;37;4
570;Lenovo;Thinkpad P71;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M620M;Windows 10;3.4;2999.00;26;28
571;Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5;839.00;22;2
572;Dell;XPS 13;Ultrabook;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8GB;128GB SSD;Intel UHD Graphics 620;Windows 10;1.21;1599.00;17;5
573;Dell;Latitude 5580;Notebook;15.6;1366x768;Intel Core i5 7300U 2.6GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.93;959.00;15;31
574;Fujitsu;Lifebook A557;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.2;739.00;9;8
575;Lenovo;IdeaPad 320-15IAP;Notebook;15.6;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4GB;500GB HDD;Intel HD Graphics 505;Windows 10;2.2;344.00;28;18
576;Lenovo;ThinkPad L470;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.02;990.00;3;23
577;HP;ZBook 17;Workstation;17.3;1600x900;Intel Core i5 7440HQ 2.8GHz;8GB;500GB HDD;Nvidia Quadro M1200;Windows 10;3.14;1860.99;15;5
578;HP;14-am079na (N3710/8GB/2TB/W10);Notebook;14;1366x768;Intel Pentium Quad Core N3710 1.6GHz;8GB;2TB HDD;Intel HD Graphics 405;Windows 10;1.94;389.00;13;24
579;HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;15.6;IPS Panel Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6GB;256GB SSD;AMD Radeon 530;Windows 10;1.95;649.00;34;1
580;Lenovo;Thinkpad E570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;830.00;11;27
